,t1,t2,score
185569,Airlift (2016),Still Life (2015),0.4117647058823529
270573,Red Lights,Red Lights (2012),0.4117647058823529
132431,The 5th Quarter,The Snitch Cartel,0.4117647058823529
1230174,The Signal,The Signal (2014),0.4117647058823529
927610,Straw Dogs,Straw Dogs (2011),0.4117647058823529
354919,I Want Your Money,Make Your Move,0.4117647058823529
1051059,Mission: ImpossibleâFallout,Mission: Impossible - Rogue Nation,0.4117647058823529
106614,The Iceman,The Iceman (2013),0.4117647058823529
409538,The Looking Glass,The Wedding Plan,0.4117647058823529
988646,The Book of Life,The Names of Love,0.4117647058823529
1324399,The Circle,The Circle (2017),0.4117647058823529
1550616,Death Wish,Death Wish (2018),0.4117647058823529
948949,Cinderella,Cinderella (2015),0.4117647058823529
1095577,The Prince,The Last Princess,0.4117647058823529
511054,The Lion of Judah,The Look of Love,0.4117647058823529
615234,Passengers,Passengers (2016),0.4117647058823529
602430,Beyond the Lights,I Saw the Light,0.4117647058823529
915735,Middle of Nowhere,Road to Nowhere,0.4117647058823529
256289,The Family,The Family (2013),0.4117647058823529
451516,Momsâ Night Out,A Royal Night Out,0.4117647058823529
1687908,Flatliners,Flatliners (2017),0.4117647058823529
1552590,American Hero,American Pastoral,0.4117647058823529
346845,Redemption,Redemption (2013),0.4117647058823529
529440,American Heist,American Pastoral,0.4117647058823529
694583,The Lego Movie,The Second Mother,0.4117647058823529
854244,The Predator,The Arbor,0.4166666666666667
1731019,The Hatching,The Captain,0.4166666666666667
1297883,The Hit List,The Duelist,0.4166666666666667
304284,The Greatest,The Priests,0.4166666666666667
116931,The Comedian,The Commune,0.4166666666666667
1023481,Jesus People,Jessabelle,0.4166666666666667
108204,The Word,The Workshop,0.4166666666666667
117816,The Comedian,The Salesman,0.4166666666666667
80461,Mutant World,Adult World,0.4166666666666667
854240,The Predator,The Prison,0.4166666666666667
79947,Mutant World,In a World,0.4166666666666667
853935,The Predator,The Pirates,0.4166666666666667
1630971,The Host,The Imposter,0.4166666666666667
515760,The Bronze,The Ardennes,0.4166666666666667
853554,The Predator,The Priests,0.4166666666666667
853476,The Predator,The Mayor,0.4166666666666667
305149,The Greatest,The Tree,0.4166666666666667
304668,The Greatest,The Ardennes,0.4166666666666667
1164352,The Ridges,The Hedgehog,0.4166666666666667
304574,The Greatest,The Past,0.4166666666666667
304504,The Greatest,The Oranges,0.4166666666666667
1731197,The Hatching,Breathing,0.4166666666666667
1343884,Indie Game: The Movie,Vidal Sassoon: The Movie,0.4166666666666667
304403,The Greatest,The Treasure,0.4166666666666667
304889,The Greatest,The Duelist,0.4166666666666667
853673,The Predator,The Treasure,0.4166666666666667
1394830,The Helpers,The Hedgehog,0.4166666666666667
600721,The Marine 4,The Carer,0.4166666666666667
1361043,Annihilation,Indignation,0.4166666666666667
356910,The Algerian,The Salesman,0.4166666666666667
221890,The Frozen,The Fortress,0.4166666666666667
1288216,The Lobster,The Daughter,0.4166666666666667
495908,Dry Spell,Mary Shelley,0.4166666666666667
1896420,Mission: ImpossibleâGhost Protocol,Mission: Impossible - Fallout,0.4166666666666667
1481374,October Baby,Anchor Baby,0.4166666666666667
964491,The Avengers,The Players,0.4166666666666667
963676,The Avengers,The Concert,0.4166666666666667
117673,The Comedian,The Captain,0.4166666666666667
172909,The Fits,Their Finest,0.4166666666666667
651949,Fright Night,Last Night,0.4166666666666667
963998,The Avengers,The Ledge,0.4166666666666667
963930,The Avengers,The Congress,0.4166666666666667
349308,Wind Walkers,Wind River,0.4166666666666667
1164114,The Ridges,The Ardennes,0.4166666666666667
1007010,The Lovers,The Congress,0.4166666666666667
172348,The Fits,The Fortress,0.4166666666666667
599727,The Marine 4,The Tribe,0.4166666666666667
599584,The Marine 4,The Raid 2,0.4166666666666667
1729671,The Hatching,Searching,0.4166666666666667
1095186,The Prince,The Ardennes,0.4166666666666667
1164252,The Ridges,The Congress,0.4166666666666667
1005946,The Lovers,The Fortress,0.4166666666666667
1024334,Jesus People,Bird People,0.4166666666666667
281267,The Last Days on Mars,The Last Man on the Moon,0.4166666666666667
1694752,The Lords of Salem,The Death of Stalin,0.42105263157894735
1435786,An Inconvenient Sequel,An Inconvenient Sequel: Truth to Power,0.42105263157894735
1693276,The Lords of Salem,The World of Kanako,0.42105263157894735
1747176,The History of Love,The Salt of Life,0.42105263157894735
1384741,Tyler Perryâs Boo! A Madea Halloween,Boo! A Madea Halloween,0.42105263157894735
1694411,The Lords of Salem,The Kings of Summer,0.42105263157894735
422629,Alice in Wonderland,Alone in Berlin,0.42105263157894735
970949,The Last Five Years,The Last Sentence,0.42105263157894735
1115326,The Act of Killing,The Death of Stalin,0.42105263157894735
969367,The Last Five Years,The Last Circus,0.42105263157894735
970645,The Last Five Years,The Last Princess,0.42105263157894735
1186843,The Kingâs Speech,The King's Choice,0.42105263157894735
1643961,Queen of the Desert,Student of the Year,0.42105263157894735
783764,The Loved Ones,The Good Lie,0.42857142857142855
1310160,The Pet,The Bay,0.42857142857142855
783062,The Loved Ones,The Ledge,0.42857142857142855
693605,The Lego Movie,The One I Love,0.42857142857142855
186343,Airlift (2016),Arthur (2011),0.42857142857142855
1870391,The Islands,The Dead Lands,0.42857142857142855
428910,Demonic,Chronic,0.42857142857142855
528560,American Heist,African Cats,0.42857142857142855
186563,Airlift (2016),Wild (2014),0.42857142857142855
1320566,Now is Good,Norwegian Wood,0.42857142857142855
186728,Airlift (2016),Carrie (2013),0.42857142857142855
1474641,Closure,Court,0.42857142857142855
186864,Airlift (2016),Trust (2011),0.42857142857142855
186873,Airlift (2016),Annie (2014),0.42857142857142855
187318,Airlift (2016),Silence (2016),0.42857142857142855
534417,The Dirties,The Wind Rises,0.42857142857142855
824984,The Boy,The Cut,0.42857142857142855
832440,Swelter,Twelve,0.42857142857142855
1333593,Barney's Version,Barney's Version (U.S. only),0.42857142857142855
1348299,Logan,Borgman,0.42857142857142855
782721,The Loved Ones,The Decent One,0.42857142857142855
782856,The Loved Ones,The Ardennes,0.42857142857142855
893927,The Dog Lover,The One I Love,0.42857142857142855
1309794,The Pet,The Day,0.42857142857142855
850016,The Grace Card,The Green Wave,0.42857142857142855
1311143,The Pet,The Way,0.42857142857142855
875130,Down for Life,Like for Likes,0.42857142857142855
1671628,The Hangover 3,The Daughter,0.42857142857142855
1592736,Silence,Solace,0.42857142857142855
964597,The Avengers,Marvel's The Avengers,0.42857142857142855
1310815,The Pet,The Nun,0.42857142857142855
185573,Airlift (2016),Life (2017),0.42857142857142855
850019,The Grace Card,The Last Word,0.42857142857142855
835576,Stolen,Shaolin,0.42857142857142855
1006561,The Lovers,The Love Punch,0.42857142857142855
187326,Airlift (2016),Iris (2015),0.42857142857142855
826165,The Boy,The Nun,0.42857142857142855
445106,Detention of the Dead,Return of the Hero,0.42857142857142855
1445059,The Good Guy,The Golden Era,0.42857142857142855
428242,Step Up 3D,Step Up All In,0.42857142857142855
640913,The To Do List,The Duelist,0.42857142857142855
1400102,The FP,The Cut,0.42857142857142855
1296933,The Hit List,The Wind Rises,0.42857142857142855
1400262,The FP,The Day,0.42857142857142855
185923,Airlift (2016),Reality (2013),0.42857142857142855
1400628,The FP,The Bay,0.42857142857142855
1401283,The FP,The Nun,0.42857142857142855
1072180,Red Dog,Red 2,0.42857142857142855
608071,Love Ranch,The Love Punch,0.42857142857142855
941309,Perfect Cowboy,Perfect Sense,0.42857142857142855
568144,Red Sky,Red 2,0.42857142857142855
538692,Heroes of Dirt,Horses of God,0.42857142857142855
186489,Airlift (2016),Heist (2015),0.42857142857142855
536318,The Dirties,The Villainess,0.42857142857142855
1311229,The Pet,Theeb,0.42857142857142855
1026690,The Oxford Murders,The Happytime Murders,0.42857142857142855
1401611,The FP,The Way,0.42857142857142855
444183,Detention of the Dead,Student of the Year,0.42857142857142855
641600,The To Do List,The Good Lie,0.42857142857142855
185718,Airlift (2016),Pride (2014),0.42857142857142855
358314,Hayride,Haider,0.42857142857142855
1792530,Icarus,Ixcanul,0.42857142857142855
1163385,The Ridges,The Wind Rises,0.42857142857142855
342383,Under the Skin,Even the Rain,0.42857142857142855
305199,The Greatest,The Forecaster,0.42857142857142855
293067,Matilda,Fatima,0.42857142857142855
1499270,Burn,Burning,0.42857142857142855
1871798,The Islands,The Villainess,0.42857142857142855
254658,The Family,Monster Family,0.42857142857142855
219376,Everest,Therese,0.42857142857142855
1195654,Weekend,Wrecked,0.42857142857142855
662029,The Rise of the Krays,The End of the Tour,0.42857142857142855
1740841,Legion,Lebanon,0.42857142857142855
534987,The Dirties,The Quiet Ones,0.42857142857142855
186216,Airlift (2016),Drive (2011),0.42857142857142855
661472,The Rise of the Krays,The Salt of the Earth,0.42857142857142855
230662,Tracker,Wrecked,0.42857142857142855
1705945,Close Range,Closet Monster,0.42857142857142855
