,id_x,release_date_x,movie,production_budget,domestic_gross,worldwide_gross,date_x,year,t1,t2,score,Unnamed: 0,genre_ids,id_y,original_language,original_title,popularity,release_date_y,title,vote_average,vote_count,date_y
88,37,27-Sep-13,Metallica Through the Never,"$18,000,000 ","$3,419,967 ","$9,082,906 ",9/27/13,2013,Metallica Through the Never,Metallica: Through the Never,0.035714286,8190,[10402],193613,en,Metallica: Through the Never,7.295,9/27/13,Metallica: Through the Never,6.6,130,9/27/13
89,40,17-Mar-17,T2: Trainspotting,"$18,000,000 ","$2,402,004 ","$42,091,262 ",3/17/17,2017,T2: Trainspotting,T2 Trainspotting,0.058823529,20809,"[80, 18]",180863,en,T2 Trainspotting,11.001,3/17/17,T2 Trainspotting,7,1741,3/17/17
90,69,13-Aug-14,Letâs Be Cops,"$17,000,000 ","$82,390,774 ","$136,890,774 ",8/13/14,2014,Letâs Be Cops,Let's Be Cops,0.2,11060,[35],193893,en,Let's Be Cops,18.395,8/13/14,Let's Be Cops,6.3,1693,8/13/14
91,49,13-Jun-18,Superfly,"$16,000,000 ","$20,537,137 ","$20,723,581 ",6/13/18,2018,Superfly,SuperFly,0.125,24075,"[28, 80]",500475,en,SuperFly,12.046,6/13/18,SuperFly,6.5,130,6/13/18
92,76,1-Oct-14,"Men, Women and Children","$16,000,000 ","$705,908 ","$1,685,403 ",10/1/14,2014,"Men, Women and Children","Men, Women & Children",0.130434783,11249,"[18, 35]",243684,en,"Men, Women & Children",8.658,10/17/14,"Men, Women & Children",6.5,518,10/17/14
93,97,26-Nov-10,The Kingâs Speech,"$15,000,000 ","$138,797,449 ","$430,821,168 ",11/26/10,2010,The Kingâs Speech,The King's Speech,0.157894737,25,"[18, 36]",45269,en,The King's Speech,16.798,9/6/10,The King's Speech,7.7,5013,9/6/10
94,56,10-Oct-14,AutÃ³mata,"$15,000,000 ",$0 ,"$6,775,458 ",10/10/14,2014,AutÃ³mata,Automata,0.222222222,11079,"[53, 878]",262543,en,Autómata,15.5,10/10/14,Automata,5.6,958,10/10/14
95,70,1-Mar-13,21 and Over,"$13,000,000 ","$25,682,380 ","$42,195,766 ",3/1/13,2013,21 and Over,21 & Over,0.272727273,8027,[35],107811,en,21 & Over,9.749,3/1/13,21 & Over,5.7,1020,3/1/13
96,95,7-Dec-18,Ben is Back,"$13,000,000 ","$3,703,182 ","$9,633,111 ",12/7/18,2018,Ben is Back,Ben Is Back,0.090909091,23929,[18],492452,en,Ben Is Back,17.273,12/7/18,Ben Is Back,6.7,254,12/7/18
97,10,23-Dec-11,In The Land of Blood and Honey,"$13,000,000 ","$303,877 ","$509,193 ",12/23/11,2011,In The Land of Blood and Honey,In the Land of Blood and Honey,0.033333333,2991,"[18, 10749, 10752]",79777,en,In the Land of Blood and Honey,5.099,12/23/11,In the Land of Blood and Honey,6.1,83,12/23/11
99,39,26-Aug-16,Donât Breathe,"$10,000,000 ","$89,217,875 ","$158,973,685 ",8/26/16,2016,Donât Breathe,Don't Breathe,0.2,17501,"[80, 27, 53]",300669,en,Don't Breathe,12.141,8/26/16,Don't Breathe,6.9,3662,8/26/16
100,51,5-Jun-15,Insidious Chapter 3,"$10,000,000 ","$52,218,558 ","$120,453,155 ",6/5/15,2015,Insidious Chapter 3,Insidious: Chapter 3,0.05,14201,"[18, 27, 53]",280092,en,Insidious: Chapter 3,19.859,6/5/15,Insidious: Chapter 3,6.2,1886,6/5/15
101,84,27-Jul-18,Teen Titans Go! To The Movies,"$10,000,000 ","$29,790,236 ","$51,620,593 ",7/27/18,2018,Teen Titans Go! To The Movies,Teen Titans Go! To the Movies,0.034482759,23946,"[16, 28, 35, 878]",474395,en,Teen Titans Go! To the Movies,16.523,7/27/18,Teen Titans Go! To the Movies,7,304,7/27/18
102,88,30-Aug-13,One Direction: This is Us,"$10,000,000 ","$28,873,374 ","$68,541,786 ",8/30/13,2013,One Direction: This is Us,One Direction: This Is Us,0.04,8065,"[99, 10402]",164558,en,One Direction: This Is Us,9.005,8/30/13,One Direction: This Is Us,8.1,370,8/30/13
103,69,30-Mar-16,Everybody Wants Some,"$10,000,000 ","$3,400,278 ","$5,437,126 ",3/30/16,2016,Everybody Wants Some,Everybody Wants Some!!,0.090909091,17835,[35],295699,en,Everybody Wants Some!!,6.839,3/30/16,Everybody Wants Some!!,6.4,681,3/30/16
104,11,3-May-13,"Cinco de Mayo, La Batalla","$10,000,000 ","$173,472 ","$173,472 ",5/3/13,2013,"Cinco de Mayo, La Batalla",Cinco de Mayo: La Batalla,0.04,10522,"[10752, 36, 18]",184374,es,Cinco de Mayo: La Batalla,0.6,5/3/13,Cinco de Mayo: La Batalla,5.9,16,5/3/13
105,46,7-Feb-14,Nurse 3D,"$10,000,000 ",$0 ,$0 ,2/7/14,2014,Nurse 3D,Nurse 3-D,0.111111111,11393,"[27, 53]",78383,en,Nurse 3-D,7.157,2/7/14,Nurse 3-D,4.9,177,2/7/14
106,90,12-Aug-11,Glee: The 3D Concert Movie,"$9,000,000 ","$11,862,398 ","$17,462,398 ",8/12/11,2011,Glee: The 3D Concert Movie,Glee: The Concert Movie,0.115384615,2900,"[99, 10402, 10751]",67675,en,Glee: The Concert Movie,6.171,8/12/11,Glee: The Concert Movie,7.2,140,8/12/11
107,9,14-May-10,Princess Kaiulani,"$9,000,000 ","$883,887 ","$883,887 ",5/14/10,2010,Princess Kaiulani,Princess Ka'iulani,0.055555556,428,[18],39806,en,Princess Ka'iulani,5.239,5/14/10,Princess Ka'iulani,5.1,22,5/14/10
108,15,5-Feb-10,Red Riding: The Year of Our Lord 1974,"$9,000,000 ","$148,826 ","$148,826 ",2/5/10,2010,Red Riding: The Year of Our Lord 1974,Red Riding: In the Year of Our Lord 1974,0.1,317,"[53, 9648, 80, 18]",291081,en,Red Riding: In the Year of Our Lord 1974,6.871,2/5/10,Red Riding: In the Year of Our Lord 1974,6.8,99,2/5/10
111,23,1-Feb-13,A Haunting in Connecticut 2: The Ghosts of Georgia,"$9,000,000 ",$0 ,$0 ,2/1/13,2013,A Haunting in Connecticut 2: The Ghosts of Georgia,The Haunting in Connecticut 2: Ghosts of Georgia,0.14,8026,"[27, 18, 53]",150202,en,The Haunting in Connecticut 2: Ghosts of Georgia,9.753,2/1/13,The Haunting in Connecticut 2: Ghosts of Georgia,5.7,272,2/1/13
112,43,18-Oct-13,All is Lost,"$8,500,000 ","$6,263,670 ","$10,386,814 ",10/18/13,2013,All is Lost,All Is Lost,0.090909091,8023,"[28, 12, 18]",152747,en,All Is Lost,9.869,10/18/13,All Is Lost,6.6,949,10/18/13
113,52,12-Feb-10,My Name is Khan,"$8,470,000 ","$4,046,336 ","$42,355,526 ",2/12/10,2010,My Name is Khan,My Name Is Khan,0.066666667,272,"[18, 10749]",26022,hi,My Name Is Khan,7.619,2/12/10,My Name Is Khan,7.8,409,2/12/10
114,41,24-Apr-18,Backstabbing For Beginners,"$8,000,000 ",$0 ,"$343,773 ",4/24/18,2018,Backstabbing For Beginners,Backstabbing for Beginners,0.038461538,24026,"[53, 18, 36]",476678,en,Backstabbing for Beginners,13.292,4/27/18,Backstabbing for Beginners,6.3,78,4/27/18
115,82,21-May-10,Perrierâs Bounty,"$6,600,000 ",$828 ,$828 ,5/21/10,2010,Perrierâs Bounty,Perrier's Bounty,0.166666667,666,"[28, 35, 80, 18]",41009,en,Perrier's Bounty,2.716,5/22/10,Perrier's Bounty,5.8,35,5/22/10
116,53,16-Mar-12,Casa de mi Padre,"$6,000,000 ","$5,909,483 ","$8,446,952 ",3/16/12,2012,Casa de mi Padre,Casa De Mi Padre,0.125,5415,"[35, 37]",80304,en,Casa De Mi Padre,7.691,3/16/12,Casa De Mi Padre,5.2,154,3/16/12
118,3,5-Oct-12,Trade of Innocents,"$5,800,000 ","$15,091 ","$15,091 ",10/5/12,2012,Trade of Innocents,Trade Of Innocents,0.055555556,5590,"[18, 53]",135595,en,Trade Of Innocents,5.882,9/27/12,Trade Of Innocents,5.7,16,9/27/12
119,43,24-Feb-17,The Girl with all the Gifts,"$5,250,000 ",$0 ,"$4,801,837 ",2/24/17,2017,The Girl with all the Gifts,The Girl with All the Gifts,0.037037037,20733,"[18, 27, 53, 878]",375366,en,The Girl with All the Gifts,13.714,2/24/17,The Girl with All the Gifts,6.4,982,2/24/17
120,53,13-Sep-13,Insidious Chapter 2,"$5,000,000 ","$83,586,447 ","$161,921,515 ",9/13/13,2013,Insidious Chapter 2,Insidious: Chapter 2,0.05,7939,"[27, 53]",91586,en,Insidious: Chapter 2,14.283,9/13/13,Insidious: Chapter 2,6.6,2279,9/13/13
121,85,1-Apr-16,Godâs Not Dead 2,"$5,000,000 ","$20,773,069 ","$23,551,286 ",4/1/16,2016,Godâs Not Dead 2,God's Not Dead 2,0.166666667,17869,[18],347126,en,God's Not Dead 2,6.6,4/1/16,God's Not Dead 2,5.8,189,4/1/16
122,8,15-Jul-16,Hillaryâs America: The Secret History of the Democratic Party,"$5,000,000 ","$13,099,931 ","$13,099,931 ",7/15/16,2016,Hillaryâs America: The Secret History of the Democratic Party,Hillary's America: The Secret History of the Democratic Party,0.047619048,18648,"[36, 99]",391995,en,Hillary's America: The Secret History of the Democratic Party,1.811,7/15/16,Hillary's America: The Secret History of the Democratic Party,6.3,40,7/15/16
123,20,9-May-14,Momsâ Night Out,"$5,000,000 ","$10,429,707 ","$10,537,341 ",5/9/14,2014,Momsâ Night Out,Moms' Night Out,0.176470588,11546,[35],252680,en,Moms' Night Out,5.93,5/9/14,Moms' Night Out,5.7,175,5/9/14
124,66,26-Sep-14,Jimi: All is By My Side,"$5,000,000 ","$340,911 ","$927,074 ",9/26/14,2014,Jimi: All is By My Side,Jimi: All Is by My Side,0.086956522,11477,"[18, 10402]",192133,en,Jimi: All Is by My Side,6.461,5/31/14,Jimi: All Is by My Side,5.5,96,5/31/14
125,92,27-Jan-15,Born of War,"$5,000,000 ",$0 ,$0 ,1/27/15,2015,Born of War,Born Of War,0.090909091,15638,"[28, 53, 10752]",299552,en,Born Of War,1.375,1/27/15,Born Of War,4.3,9,1/27/15
126,98,25-Sep-15,Navy SEAL vs. Zombies,"$5,000,000 ",$0 ,$0 ,9/25/15,2015,Navy SEAL vs. Zombies,Navy Seals vs. Zombies,0.181818182,14768,"[27, 28]",361159,en,Navy Seals vs. Zombies,5.228,10/8/15,Navy Seals vs. Zombies,4,65,10/8/15
130,49,9-Apr-10,After.Life,"$4,500,000 ","$108,596 ","$2,481,925 ",4/9/10,2010,After.Life,After-Life,0.1,1354,[18],155711,en,After-Life,0.994,1/1/10,After-Life,5.5,20,1/1/10
131,55,25-Jun-13,Hansel & Gretel Get Baked,"$4,500,000 ",$0 ,$0 ,6/25/13,2013,Hansel & Gretel Get Baked,Hansel and Gretel Get Baked,0.111111111,8159,"[27, 35]",165864,en,Hansel and Gretel Get Baked,7.556,2/19/13,Hansel and Gretel Get Baked,4.7,113,2/19/13
132,56,7-Nov-14,Fugly,"$4,500,000 ",$0 ,$0 ,11/7/14,2014,Fugly,Fugly!,0.166666667,12234,[35],299618,en,Fugly!,1.777,11/5/14,Fugly!,5.1,7,11/5/14
133,39,30-Jan-15,"Guten Tag, Ramon","$4,000,000 ","$154,356 ","$4,854,356 ",1/30/15,2015,"Guten Tag, Ramon","Guten Tag, Ramón",0.0625,15377,[18],242575,en,"Guten Tag, Ramón",1.775,1/30/15,"Guten Tag, Ramón",7.7,25,1/30/15
135,41,3-Mar-15,To Write Love On Her Arms,"$3,400,000 ",$0 ,$0 ,3/3/15,2015,To Write Love On Her Arms,To Write Love on Her Arms,0.04,14629,"[18, 10402]",75861,en,To Write Love on Her Arms,6.328,3/13/15,To Write Love on Her Arms,6.8,66,3/13/15
136,9,22-Jul-16,Donât Think Twice,"$3,000,000 ","$4,417,983 ","$4,417,983 ",7/22/16,2016,Donât Think Twice,Don't Think Twice,0.157894737,17783,"[35, 18]",356298,en,Don't Think Twice,7.304,7/22/16,Don't Think Twice,6.4,240,7/22/16
137,66,15-Jan-13,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,"$3,000,000 ",$0 ,$0 ,1/15/13,2013,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,0.046511628,8645,[35],157058,en,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.967,1/15/13,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,3,42,1/15/13
138,13,13-Jul-12,2016: Obamaâs America,"$2,500,000 ","$33,349,941 ","$33,349,941 ",7/13/12,2012,2016: Obamaâs America,2016: Obama's America,0.130434783,6127,[99],126509,en,2016: Obama's America,1.914,7/13/12,2016: Obama's America,4.4,28,7/13/12
139,51,31-Dec-14,Not Safe For Work,"$2,500,000 ",$0 ,$0 ,12/31/14,2014,Not Safe For Work,Not Safe for Work,0.058823529,11679,[53],256347,en,Not Safe for Work,4.48,5/9/14,Not Safe for Work,5.2,64,5/9/14
140,52,13-May-11,Go For It!,"$2,450,000 ","$180,237 ","$182,358 ",5/13/11,2011,Go For It!,Go for It!,0.1,3340,"[18, 10751]",61038,en,Go for It!,2.352,5/13/11,Go for It!,6,10,5/13/11
141,63,3-Feb-17,Growing up Smith,"$2,000,000 ","$35,312 ","$35,312 ",2/3/17,2017,Growing up Smith,Growing Up Smith,0.0625,15280,"[35, 10751, 18]",426469,en,Growing Up Smith,1.981,2/3/17,Growing Up Smith,7,16,2/3/17
142,63,3-Feb-17,Growing up Smith,"$2,000,000 ","$35,312 ","$35,312 ",2/3/17,2017,Growing up Smith,Growing Up Smith,0.0625,21884,"[35, 10751, 18]",426469,en,Growing Up Smith,1.981,2/3/17,Growing Up Smith,7,16,2/3/17
143,81,21-Oct-16,Iâm Not Ashamed,"$1,500,000 ","$2,082,980 ","$2,082,980 ",10/21/16,2016,Iâm Not Ashamed,I'm Not Ashamed,0.176470588,17747,[18],409502,en,I'm Not Ashamed,7.661,10/21/16,I'm Not Ashamed,6.9,88,10/21/16
144,6,28-Sep-15,"Me, You and Five Bucks","$1,500,000 ","$2,105 ","$2,105 ",9/28/15,2015,"Me, You and Five Bucks",Me You and Five Bucks,0.045454545,16234,"[10749, 35, 18]",361505,en,Me You and Five Bucks,0.691,7/7/15,Me You and Five Bucks,7.7,3,7/7/15
145,14,13-Feb-15,Girlhouse,"$1,500,000 ",$0 ,$0 ,2/13/15,2015,Girlhouse,GirlHouse,0.111111111,14554,"[27, 53]",312791,en,GirlHouse,6.853,2/14/15,GirlHouse,5.3,127,2/14/15
146,45,8-Jun-10,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,"$1,300,000 ",$0 ,$0 ,6/8/10,2010,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0.025316456,579,[35],38570,en,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.264,6/8/10,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.4,59,6/8/10
147,90,21-Mar-14,Godâs Not Dead,"$1,150,000 ","$60,755,732 ","$63,777,092 ",3/21/14,2014,Godâs Not Dead,God's Not Dead,0.1875,11271,[18],249660,en,God's Not Dead,8.327,3/21/14,God's Not Dead,6.1,503,3/21/14
148,22,11-Mar-16,"Hello, My Name is Doris","$1,000,000 ","$14,444,999 ","$14,662,703 ",3/11/16,2016,"Hello, My Name is Doris","Hello, My Name Is Doris",0.043478261,14456,"[35, 18, 10749]",320588,en,"Hello, My Name Is Doris",7.802,3/11/16,"Hello, My Name Is Doris",6.4,265,3/11/16
149,22,11-Mar-16,"Hello, My Name is Doris","$1,000,000 ","$14,444,999 ","$14,662,703 ",3/11/16,2016,"Hello, My Name is Doris","Hello, My Name Is Doris",0.043478261,17734,"[35, 18, 10749]",320588,en,"Hello, My Name Is Doris",7.802,3/11/16,"Hello, My Name Is Doris",6.4,265,3/11/16
150,37,14-Jun-13,20 Feet From Stardom,"$1,000,000 ","$4,946,250 ","$5,892,466 ",6/14/13,2013,20 Feet From Stardom,20 Feet from Stardom,0.05,8127,"[99, 10402]",159014,en,20 Feet from Stardom,7.866,6/14/13,20 Feet from Stardom,7.4,127,6/14/13
151,24,27-Oct-15,The Horror Network,"$1,000,000 ",$0 ,$0 ,10/27/15,2015,The Horror Network,The Horror Network Vol. 1,0.28,16230,[27],323270,en,The Horror Network Vol. 1,0.692,10/27/15,The Horror Network Vol. 1,5,3,10/27/15
152,48,31-Aug-12,"For a Good Time, Call","$850,000 ","$1,251,749 ","$1,386,088 ",8/31/12,2012,"For a Good Time, Call","For a Good Time, Call...",0.125,5360,"[35, 18]",84200,en,"For a Good Time, Call...",8.686,8/31/12,"For a Good Time, Call...",5.8,167,8/31/12
153,54,3-Aug-12,Celeste and Jesse Forever,"$840,000 ","$3,103,407 ","$3,787,689 ",8/3/12,2012,Celeste and Jesse Forever,Celeste & Jesse Forever,0.12,5451,"[35, 18, 10749]",84184,en,Celeste & Jesse Forever,7.285,8/3/12,Celeste & Jesse Forever,6.5,245,8/3/12
154,2,31-Dec-14,Rise Of the Entrepreneur - The Search For A Better Way,"$450,000 ",$0 ,$0 ,12/31/14,2014,Rise Of the Entrepreneur - The Search For A Better Way,Rise of the Entrepreneur: The Search for a Better Way,0.092592593,13413,[],328307,en,Rise of the Entrepreneur: The Search for a Better Way,0.6,11/20/14,Rise of the Entrepreneur: The Search for a Better Way,8,1,11/20/14
155,60,17-Apr-15,Antarctic Edge: 70Âº South,"$150,000 ","$7,193 ","$7,193 ",4/17/15,2015,Antarctic Edge: 70Âº South,Antarctic Edge: 70° South,0.076923077,16848,[99],335244,en,Antarctic Edge: 70° South,0.6,4/17/15,Antarctic Edge: 70° South,7,1,4/17/15
156,90,19-Jun-14,The Past is a Grotesque Animal,"$100,000 ","$20,056 ","$20,056 ",6/19/14,2014,The Past is a Grotesque Animal,The Past Is a Grotesque Animal,0.033333333,13812,"[99, 10402]",268917,en,The Past Is a Grotesque Animal,0.6,6/15/14,The Past Is a Grotesque Animal,5.5,2,6/15/14
157,93,31-Dec-14,"Dude, Where's My Dog","$100,000 ",$0 ,$0 ,12/31/14,2014,"Dude, Where's My Dog",Dude Where's My Dog?,0.1,13594,[10751],272726,en,Dude Where's My Dog?,0.6,6/12/14,Dude Where's My Dog?,7,1,6/12/14
